0 259.34605 -485.47355 21704.497 -29875.8 2325.6 -32201.4 5.0479288
0.01 279.15885 -242.7573 21868.847 -29596.8 2503.26 -32100.1 17.295035
0.02 255.02636 198.55644 21724.788 -29947.3 2286.86 -32234.2 25.888095
0.03 270.85778 -162.90867 21757.329 -29706.6 2428.82 -32135.4 36.272923
0.04 267.03091 -688.52072 21857.795 -29845.8 2394.51 -32240.3 46.658235
0.05 277.24795 -531.32558 21897.835 -29794.7 2486.13 -32280.9 56.966573
0.06 271.62796 61.523313 21790.485 -30051.1 2435.73 -32486.8 64.887602
0.07 285.12292 732.23716 21727.478 -29674.9 2556.74 -32231.6 73.242533
0.08 275.0099 -179.87298 21800.546 -29805.7 2466.06 -32271.8 81.426227
0.09 282.60006 249.12087 21816.395 -29563.6 2534.12 -32097.7 90.477852
0.1 286.44626 827.55886 21740.199 -29538.1 2568.61 -32106.7 98.703371
0.11 274.4902 151.65456 21912.557 -29810.4 2461.4 -32271.8 109.26377
0.12 281.94989 741.11042 21672.043 -29476.7 2528.29 -32005 119.61864
0.13 256.72849 514.07957 21648.149 -29739.8 2302.13 -32041.9 127.56167
0.14 267.04045 188.90134 21767.758 -29646.9 2394.59 -32041.5 138.27947
0.15 271.40894 -350.6 21786.407 -29425.6 2433.77 -31859.4 148.5159
0.16 273.95117 -108.61169 21840.977 -29408.2 2456.56 -31864.8 158.02228
0.17 274.82701 -124.96607 21813.789 -29446.9 2464.42 -31911.4 170.22765
0.18 264.53881 -355.0693 21807.04 -29442.4 2372.16 -31814.6 182.49026
0.19 262.86641 169.23324 21692.2 -29285 2357.16 -31642.1 200.88407
0.2 274.8489 -801.75167 21845.137 -29270.7 2464.61 -31735.3 217.01463
0.21 264.97129 279.13491 21705.224 -29313.2 2376.04 -31689.3 231.8663
0.22 269.65988 -318.31846 21825.916 -29124.1 2418.08 -31542.2 251.46153
0.23 259.667 70.026933 21593.771 -29380.3 2328.48 -31708.8 266.06743
0.24 263.35286 -455.31215 21839.062 -29525.1 2361.53 -31886.6 279.75362
0.25 295.66212 489.34212 21819.313 -29160.8 2651.25 -31812.1 294.69548
0.26 273.22475 557.46617 21719.019 -29422.5 2450.05 -31872.5 309.09854
0.27 282.15089 701.79196 21916.044 -29443.1 2530.09 -31973.2 316.49263
0.28 270.14436 -331.36729 21765.393 -29660.1 2422.43 -32082.5 326.91512
0.29 274.16999 648.58047 21575.674 -29459.9 2458.53 -31918.4 330.69378
0.3 262.81477 202.99995 21810.17 -29759.3 2356.7 -32116 337.18307
0.31 272.18896 -554.97374 21860.587 -29389.4 2440.76 -31830.2 360.29341
0.32 279.61908 511.35315 21583.502 -29108.1 2507.39 -31615.5 367.70005
0.33 277.80896 491.9935 21623.569 -29195 2491.16 -31686.2 388.84196
0.34 269.93705 977.3568 21442.671 -29188.6 2420.57 -31609.2 393.44477
0.35 270.88386 281.34093 21622.18 -29354.6 2429.06 -31783.7 410.10013
0.36 265.26446 690.85889 21562.831 -29324.4 2378.67 -31703.1 415.38239
0.37 266.76202 -468.34168 21841.534 -29127 2392.1 -31519.1 428.97307
0.38 273.5205 -463.3067 21658.977 -29103.1 2452.7 -31555.8 442.04454
0.39 274.32775 -365.85712 21651.227 -29178 2459.94 -31637.9 451.83263
0.4 259.97151 -154.3983 21571.493 -29251.9 2331.21 -31583.1 466.70043
0.41 263.95761 211.99122 21664.834 -29301.4 2366.95 -31668.4 475.68381
0.42 271.87813 -359.07216 21771.162 -29206.8 2437.97 -31644.8 482.81885
0.43 274.92301 524.5695 21935.548 -29079.4 2465.28 -31544.7 493.51852
0.44 267.63145 155.49576 21897.178 -28945 2399.89 -31344.9 514.54906
0.45 269.55537 246.75037 21602.951 -29173.8 2417.15 -31591 522.01023
0.46 280.02453 -179.1378 21803.583 -28844.6 2511.02 -31355.6 543.50192
0.47 267.6254 952.18118 21696.701 -29038.4 2399.84 -31438.3 562.15823
0.48 275.0428 273.78054 21583.477 -29145.6 2466.35 -31611.9 577.3903
0.49 269.31379 -619.36042 21946.448 -29320.9 2414.98 -31735.8 586.80313
0.5 256.94194 -1063.4983 21855.429 -29113.5 2304.04 -31417.5 591.23014
0.51 278.54445 92.756039 21755.646 -29286.2 2497.75 -31784 600.09211
0.52 272.61384 -288.55247 21872.598 -29281.2 2444.57 -31725.8 620.7718
0.53 284.55239 654.55402 21600.639 -28926.1 2551.63 -31477.7 633.18139
0.54 267.03818 -738.25553 21753.508 -29258.5 2394.57 -31653.1 639.26258
0.55 267.75107 -950.99956 21790.01 -29014.7 2400.97 -31415.6 656.12441
0.56 285.14817 173.86446 21624.134 -29138.3 2556.97 -31695.2 679.00895
0.57 272.14944 111.84223 21736.606 -28909.7 2440.41 -31350.1 702.7396
0.58 269.90691 -177.41318 21558.815 -28659.6 2420.3 -31079.9 717.01033
0.59 266.01381 -259.45536 21636.563 -28316.4 2385.39 -30701.8 738.95952
0.6 279.50976 -1400.6028 21445.083 -28133.6 2506.41 -30640 761.37919
0.61 256.39439 556.83387 21320.28 -28421 2299.13 -30720.1 789.28763
0.62 267.69495 25.920317 21474.878 -28419.2 2400.46 -30819.7 812.80107
