   40010    336.58152    10.833138    -2883.037    360.50041    51.715244 
   40020    382.92459    12.324725   -2884.5306     271.1113    51.739454 
   40030    362.00393    11.651378   -2883.8551    915.44552    51.729929 
   40040    353.91653    11.391078   -2883.5941    1131.4654    51.700525 
   40050    386.40564    12.436765    -2884.642    927.70949    51.674576 
   40060    378.47138    12.181395    -2884.386    811.08139    51.667719 
   40070    351.18186    11.303061   -2883.5059    408.67511    51.679667 
   40080    366.64901    11.800883   -2884.0053   -150.71382    51.700341 
   40090    368.41522     11.85773   -2884.0624   -37.741659    51.719849 
   40100    347.27605    11.177349   -2883.3805    377.10917    51.733916 
   40110    358.70886    11.545323   -2883.7494    674.35457    51.744295 
   40120    372.05999    11.975039   -2884.1798    1542.3793    51.756274 
   40130    358.02457    11.523299   -2883.7272    2805.8635    51.774564 
   40140    349.19515    11.239117   -2883.4428     3179.605    51.800612 
   40150    355.73958    11.449754   -2883.6541    2174.0806    51.832885 
   40160    352.83123    11.356147   -2883.5605    640.15248     51.86679 
   40170    341.51622    10.991965   -2883.1952   -182.62424    51.893914 
   40180    360.61052    11.606529   -2883.8104   -111.20131    51.904162 
   40190    387.06651    12.458036   -2884.6629    787.24604    51.892752 
   40200    383.43908    12.341284   -2884.5455    2211.3912    51.866119 
   40210    372.79017    11.998541   -2884.2024    3292.6333    51.839089 
   40220    368.25499    11.852573   -2884.0569    3444.1133    51.824934 
   40230    357.10875    11.493822   -2883.6976    3118.3453    51.826388 
   40240    355.75825    11.450355   -2883.6543    2682.8107    51.835151 
   40250    357.69896    11.512819   -2883.7172     2595.637      51.8408 
   40260    347.28849    11.177749   -2883.3816     2919.499    51.839636 
   40270     346.3384     11.14717   -2883.3507    2618.5885    51.834408 
   40280    363.19194    11.689614   -2883.8941     1688.679    51.829396 
   40290    367.05033      11.8138   -2884.0179    1367.7297    51.826109 
   40300    365.45187    11.762352   -2883.9663    1586.6062    51.819986 
   40310    366.71248    11.802926   -2884.0071     1966.346    51.806121 
   40320    364.27597    11.724505   -2883.9285     2157.964     51.78926 
   40330    358.98705    11.554277   -2883.7584    1535.7896    51.782344 
   40340    347.82614    11.195054   -2883.3989     869.6949    51.795419 
   40350    344.81305    11.098076   -2883.3012    1100.5807    51.826278 
   40360    373.10986     12.00883   -2884.2134    2220.0199    51.857832 
   40370    382.24153     12.30274   -2884.5075    4038.5954    51.867095 
   40380    362.85264    11.678694   -2883.8823    5300.1343      51.8437 
   40390    359.44773    11.569104   -2883.7732      4475.41    51.799093 
   40400    361.12701    11.623153   -2883.8269    1864.1589    51.756566 
   40410    370.25571    11.916967   -2884.1214   -1101.6338    51.734161 
   40420    359.40667    11.567783   -2883.7723   -2646.4318    51.732849 
   40430    332.74177    10.709552   -2882.9122   -1689.9142    51.737499 
   40440    357.56783    11.508598   -2883.7125    471.09103    51.732763 
   40450     386.8057    12.449642   -2884.6555    1711.1398    51.718123 
   40460    350.64513    11.285786   -2883.4892     1610.841    51.705247 
   40470    337.85306    10.874063   -2883.0768    962.21052    51.705091 
   40480    377.00602    12.134231   -2884.3394    1028.8043    51.719883 
   40490    375.17027    12.075146   -2884.2799    2237.3459    51.740782 
   40500    344.56994    11.090251   -2883.2931    2854.0726    51.751792 
   40510    357.65139    11.511288   -2883.7153    2659.8284    51.742295 
   40520    375.74758    12.093728   -2884.2986    2548.7845    51.715597 
   40530    360.82821    11.613536   -2883.8175    2368.4105    51.685044 
   40540    349.41185    11.246092   -2883.4492    2743.8796    51.665132 
   40550    375.34734    12.080846   -2884.2852     3833.972     51.66253 
   40560    387.79213    12.481391   -2884.6869    4319.8525    51.671976 
   40570    347.74525    11.192451   -2883.3959    3696.9162    51.682173 
   40580    331.85481    10.681005    -2882.884    2420.4291     51.68599 
   40590    356.06845    11.460339   -2883.6651    1559.5417    51.685974 
   40600    355.01345    11.426383   -2883.6307    2380.2284    51.691092 
   40610    344.96346    11.102917   -2883.3063    3820.5078     51.70647 
   40620    359.62748     11.57489   -2883.7794    4118.5477    51.726299 
   40630    360.34523    11.597991   -2883.8022    3793.4295    51.739054 
   40640    356.02088    11.458808   -2883.6624    3477.9455    51.737859 
   40650    367.58032    11.830858   -2884.0354    2785.2555    51.724737 
   40660    363.59271    11.702514   -2883.9065    2228.5895    51.707883 
   40670    360.82507    11.613435   -2883.8172    1964.1787    51.694934 
   40680    364.75808    11.740022   -2883.9447    1500.4551    51.687241 
   40690    347.01041    11.168799   -2883.3723    246.66945    51.681091 
   40700    349.98585    11.264566   -2883.4679   -2033.2906    51.674846 
   40710    380.02867    12.231518   -2884.4363    -4184.037    51.673072 
   40720     381.1693     12.26823   -2884.4729   -4636.0958    51.681497 
   40730    354.22961    11.401155   -2883.6047   -3097.7817      51.6999 
   40740    347.64475    11.189216   -2883.3928   -1077.8143    51.721644 
   40750    361.22201    11.626211   -2883.8308   -249.20974    51.738945 
   40760    358.31194    11.532548   -2883.7365   -380.21704    51.748883 
   40770    358.19166    11.528677   -2883.7327   -234.68999    51.754794 
   40780    359.90753    11.583903   -2883.7881    395.80746    51.760815 
   40790    357.04529     11.49178   -2883.6957    587.07415    51.767005 
   40800    357.44174     11.50454   -2883.7088    524.04415    51.772093 
   40810    351.24927     11.30523   -2883.5089    322.39841    51.777563 
   40820    358.84765     11.54979   -2883.7538   -654.27594    51.786584 
   40830    370.56029    11.926771   -2884.1312   -1057.6164    51.801133 
   40840    365.31596    11.757978   -2883.9625    695.46018    51.818267 
   40850    345.45391    11.118702   -2883.3223    3256.5198    51.827823 
   40860    345.45085    11.118604   -2883.3225    4166.9055    51.818597 
   40870    357.74145    11.514186   -2883.7186    3769.3433    51.788507 
   40880    362.75657    11.675602   -2883.8798    3000.2076     51.74879 
   40890    364.36641    11.727416   -2883.9317    2436.4896    51.718513 
   40900    365.57308    11.766253     -2883.97    2611.0215    51.711108 
   40910    380.92485    12.260362    -2884.465    3001.4395    51.723296 
   40920    372.99326    12.005077   -2884.2097    3602.5136    51.738972 
   40930     345.4015    11.117015   -2883.3201    3884.4585    51.744015 
   40940    352.17169    11.334919   -2883.5389    2681.4341    51.737446 
   40950    359.92324    11.584409   -2883.7894     877.9519    51.731419 
   40960    335.88433    10.810698   -2883.0142    351.79459    51.740425 
   40970    334.92922    10.779957   -2882.9834    609.54388    51.768926 
   40980    359.79787    11.580374   -2883.7849    357.42689    51.806503 
   40990    368.30207    11.854088   -2884.0581   -618.69581    51.833686 
   41000    377.42939    12.147858   -2884.3516    -1478.747    51.836263 
   41010    394.81093    12.707296   -2884.9122   -1221.2703     51.81688 
   41020     378.4491    12.180678    -2884.385    221.14232    51.792712 
   41030    353.53824    11.378903   -2883.5819    2117.3699    51.781599 
   41040    368.20635    11.851007   -2884.0556     3329.292    51.788241 
   41050    363.75345    11.707687   -2883.9125    3111.7455    51.803124 
   41060    329.49556     10.60507   -2882.8083    2069.3198    51.814043 
   41070    326.69509    10.514935   -2882.7182    849.12844    51.817295 
   41080     357.2136    11.497197   -2883.7018    98.952271    51.819318 
   41090    368.65216    11.865356   -2884.0698    731.86533    51.830393 
   41100    362.45906    11.666026   -2883.8698    2654.4047    51.856094 
   41110    370.93593    11.938861   -2884.1427    4575.6514    51.891221 
   41120     386.4448    12.438026   -2884.6428    4622.5542    51.920699 
   41130    371.24964    11.948958   -2884.1533    3302.6503    51.928158 
   41140    346.24341    11.144113    -2883.347    1988.6681    51.905559 
   41150     364.0111     11.71598   -2883.9201    1465.9332    51.859222 
   41160    381.04618    12.264267   -2884.4692    2482.5568     51.80872 
   41170    363.98736    11.715216   -2883.9193     3596.282    51.776185 
   41180    345.16952    11.109549   -2883.3132    2802.3875    51.771359 
   41190     343.2399    11.047442   -2883.2514    568.42439    51.785046 
   41200    342.25709     11.01581   -2883.2202   -1194.1453    51.796987 
   41210    328.66342    10.578287   -2882.7815    -1467.506    51.789036 
   41220    345.87104    11.132128   -2883.3355   -924.01589    51.755803 
   41230    385.66169    12.412821   -2884.6182    424.20373    51.708295 
   41240    372.57735    11.991691   -2884.1961    2050.6042    51.665462 
   41250    347.28605    11.177671   -2883.3804    2186.6317    51.640934 
   41260    372.74039    11.996939   -2884.2012    1387.8196    51.636446 
   41270    390.76413    12.577047    -2884.782    1781.8907    51.643996 
   41280    369.11611    11.880289   -2884.0842    3486.5727     51.65229 
   41290    351.30915    11.307158   -2883.5102    5081.0375    51.655593 
   41300    375.01657    12.070199   -2884.2743    4962.0465    51.659368 
   41310    396.68765      12.7677   -2884.9729    3264.8857    51.673394 
   41320    372.74593    11.997117   -2884.2013    1925.8087     51.69921 
   41330    340.66061    10.964426   -2883.1678    1609.0883    51.728159 
   41340    334.99218    10.781983   -2882.9858    2449.2204    51.750113 
   41350    340.06289    10.945188   -2883.1493    4676.0081     51.76093 
   41360     344.0783    11.074427   -2883.2785    6152.7345    51.762852 
   41370    347.74194    11.192344   -2883.3966    5241.0641    51.762142 
   41380     345.3213    11.114434   -2883.3182    3324.6707    51.764375 
   41390    355.16502    11.431262    -2883.635    1408.0444    51.770189 
   41400     375.4974    12.085675   -2884.2902   -232.22539     51.77676 
   41410    377.58485    12.152861    -2884.357   -748.75769    51.781338 
   41420    371.91473    11.970364   -2884.1742   -525.34144    51.782396 
   41430    373.00126    12.005335   -2884.2096   -1012.2886    51.779523 
   41440    363.85576     11.71098    -2883.915   -2045.8134     51.77373 
   41450    356.32169     11.46849   -2883.6718   -2996.5734    51.767422 
   41460    371.75934    11.965363   -2884.1701   -3417.5559     51.76364 
   41470    363.44831    11.697866    -2883.902   -2046.7001    51.764334 
   41480    352.11478    11.333087   -2883.5364    267.63559    51.767898 
   41490    366.76231    11.804529   -2884.0092    1611.8966    51.768674 
   41500    360.64329    11.607584   -2883.8117    2147.9987    51.761244 
   41510    355.24756    11.433918   -2883.6374    1811.6607     51.74692 
   41520    370.36016    11.920329   -2884.1252    1106.6035    51.734677 
   41530    356.47703     11.47349   -2883.6775    1766.3799    51.734901 
   41540     346.2872    11.145522   -2883.3486    3011.2114    51.750451 
   41550    368.11355     11.84802    -2884.053    2977.7515    51.772033 
   41560     355.4493    11.440411   -2883.6447    2414.8406    51.784364 
   41570    335.34646    10.793386    -2882.996    1952.9659    51.778215 
   41580    366.15878    11.785105   -2883.9899     1320.599    51.755924 
   41590    371.87155    11.968974   -2884.1737    1332.4167    51.727419 
   41600    351.30542    11.307037   -2883.5102    1305.6831    51.703049 
   41610    361.95518    11.649808   -2883.8538    244.00355    51.688046 
   41620    376.32293    12.112245   -2884.3169   -779.58874    51.680979 
   41630    363.90995    11.712724   -2883.9165   -910.16008    51.678674 
   41640    357.17388    11.495918   -2883.6997   -1.8217615     51.68103 
   41650    360.01482    11.587356   -2883.7915    1394.2909    51.689213 
   41660     358.0819    11.525144   -2883.7293    2210.0646    51.702924 
   41670    350.72111    11.288231   -2883.4924     2871.863    51.720298 
   41680    342.90879    11.036786   -2883.2403    3580.5148    51.737747 
   41690    354.76655    11.418437   -2883.6224     3171.925    51.751271 
   41700     374.7234    12.060763   -2884.2649    2050.3034    51.760292 
   41710    386.95406    12.454417   -2884.6592    1332.1141     51.76732 
   41720    369.92511    11.906327   -2884.1104    1647.2027     51.77433 
   41730    355.48379    11.441522   -2883.6448     2593.707    51.781033 
   41740    367.97784    11.843652   -2884.0484    2303.4487    51.786726 
   41750    356.02007    11.458782   -2883.6632    556.22638    51.793009 
   41760     332.1428    10.690274    -2882.893    -246.5022    51.801418 
   41770    357.69556    11.512709   -2883.7169    688.58964    51.810527 
   41780    378.08783     12.16905   -2884.3743    2033.9628    51.817274 
   41790    354.82884    11.420442   -2883.6237    3000.7427    51.819417 
   41800    359.64927    11.575591   -2883.7796    3118.3296    51.817315 
   41810    369.14754      11.8813   -2884.0863      2466.63    51.815567 
   41820    346.89194    11.164986   -2883.3682    1710.1984    51.820478 
   41830    355.20847     11.43266   -2883.6361    1616.2767    51.832354 
   41840    387.29855    12.465504   -2884.6706    2158.7093     51.84331 
   41850    378.39455    12.178922   -2884.3832    2164.9736      51.8432 
   41860    358.01494    11.522989   -2883.7261    1214.7936     51.82835 
   41870    372.45082    11.987619   -2884.1918    462.27007    51.807257 
   41880    381.03445    12.263889   -2884.4689    923.27993    51.794527 
   41890    355.11722    11.429723   -2883.6334    2364.9494    51.795219 
   41900    342.81411    11.033738   -2883.2373    3999.5015    51.799269 
   41910    354.89578    11.422596   -2883.6269    4504.1062    51.793208 
   41920     359.7998    11.580436    -2883.785    3188.2128    51.773141 
   41930    351.04767    11.298742    -2883.502    1700.3823    51.746732 
   41940    369.41655    11.889958   -2884.0943    1366.1173    51.726454 
   41950    376.71274    12.124792   -2884.3298    2006.2015    51.720834 
   41960    347.75606    11.192799   -2883.3962    2598.7577    51.727185 
   41970    343.85633    11.067283   -2883.2709    2088.7794    51.733063 
   41980    359.33821    11.565579   -2883.7703    660.80218    51.727232 
   41990    352.11012    11.332938   -2883.5369   -1017.5769    51.709606 
   42000    345.35126    11.115398   -2883.3193    -2415.898    51.691255 
   42010    348.21827    11.207675   -2883.4115   -2592.4218     51.68502 
   42020    365.34854    11.759026   -2883.9626   -1346.3298    51.694538 
   42030    397.02475     12.77855   -2884.9838    474.52563    51.711945 
   42040    383.08749    12.329968   -2884.5348    2419.4743    51.726874 
   42050    341.54122    10.992769   -2883.1954    3917.5609    51.734265 
   42060    355.91328    11.455345   -2883.6592    3868.6961    51.734734 
   42070    379.13471    12.202745   -2884.4083    3553.6449    51.732346 
   42080    353.56891     11.37989   -2883.5832     4428.727    51.730034 
   42090    358.31964    11.532796   -2883.7366    4718.0772    51.726956 
   42100    377.67094    12.155632    -2884.361    4288.1579    51.723238 
   42110    355.57758    11.444541   -2883.6482    4518.4076    51.722565 
   42120    351.26077      11.3056   -2883.5092    4565.6011    51.727139 
   42130    364.99813    11.747748   -2883.9529    3747.8834    51.735355 
   42140    345.34078    11.115061   -2883.3185    2453.0657    51.743281 
   42150    351.36802    11.309052   -2883.5126    1064.2194    51.748019 
   42160    377.74754    12.158098   -2884.3633    661.60739    51.751786 
   42170     366.3927    11.792633   -2883.9965    2046.5413    51.761071 
   42180    361.88933    11.647689   -2883.8514    4374.0537    51.780012 
   42190    374.47451    12.052753   -2884.2574    6117.1846    51.806106 
   42200    369.42209    11.890137   -2884.0943    5602.1411    51.831707 
   42210    361.72382    11.642362   -2883.8463    2841.1309     51.84749 
   42220     363.2567    11.691699   -2883.8957    349.19114    51.848537 
   42230    366.76316    11.804557   -2884.0086    -396.6567    51.838828 
   42240    367.22617    11.819459   -2884.0238   -112.45881    51.826395 
   42250    354.89715     11.42264   -2883.6267    318.86081    51.816238 
   42260    343.20973    11.046471     -2883.25    45.982799    51.810242 
   42270    349.95962    11.263722   -2883.4681   -645.02357    51.809375 
   42280    345.73189    11.127649   -2883.3317   -251.38259     51.81187 
   42290    341.75765    10.999735   -2883.2032    889.07518    51.811832 
   42300    357.44599    11.504677   -2883.7091    2225.3786    51.803103 
   42310    358.15158    11.527387   -2883.7316    3979.7435    51.783581 
   42320    352.47892    11.344808   -2883.5483    4970.7081    51.757771 
   42330     365.1971    11.754152   -2883.9589    4582.2578    51.737637 
   42340    358.32278    11.532897   -2883.7368    4060.2139    51.735824 
   42350     360.6077    11.606439   -2883.8099    2932.7473    51.753996 
   42360    384.75743    12.383716   -2884.5887    511.57323    51.780654 
   42370    374.88755    12.066047   -2884.2704   -1261.2314    51.801274 
   42380    350.52277    11.281847   -2883.4848   -1856.1208     51.80914 
   42390    364.15288    11.720543   -2883.9245   -2553.1108    51.808749 
   42400    378.74173    12.190096    -2884.395    -2825.572    51.810214 
   42410    359.77347    11.579588   -2883.7832    -1770.703    51.819127 
   42420    351.99896     11.32936   -2883.5328   -189.18303    51.830188 
   42430    366.15025     11.78483   -2883.9891    1336.8899    51.829874 
   42440    370.88315    11.937162   -2884.1415    3001.4694    51.807202 
   42450    361.47653    11.634403   -2883.8385    4333.5452    51.764266 
   42460    348.17107    11.206156   -2883.4099    4609.2944    51.717177 
   42470    345.24503    11.111979   -2883.3158    3685.2583    51.685681 
   42480    353.83878    11.388576   -2883.5926     2449.606    51.678698 
   42490    361.08173    11.621696   -2883.8264    1601.6371    51.689791 
   42500    343.04844     11.04128   -2883.2451    1503.9048    51.707429 
   42510    334.26204    10.758483   -2882.9613    1689.6738    51.723663 
   42520    370.59801    11.927984   -2884.1324    1110.1035    51.734174 
   42530    390.73009    12.575951   -2884.7809    279.89901    51.739713 
   42540    372.84873    12.000426   -2884.2039    63.930262    51.745837 
   42550    370.13524     11.91309   -2884.1171   -353.01288    51.757635 
   42560     366.1171    11.783763   -2883.9881   -976.42341     51.77618 
   42570    351.23881    11.304894    -2883.508   -1414.9302    51.796362 
   42580    365.70444    11.770481   -2883.9747   -1690.2546    51.808287 
   42590     369.5474     11.89417   -2884.0992   -1127.7317    51.805386 
   42600    331.31724    10.663703   -2882.8671    27.260391    51.788364 
   42610     318.7549    10.259374   -2882.4618    783.25177    51.762872 
   42620    369.70391    11.899207   -2884.1037    986.24358    51.738095 
   42630    402.39243    12.951313    -2885.157    1710.0783    51.721754 
   42640    369.37168    11.888514   -2884.0923    2939.1049    51.711511 
   42650    341.59927    10.994638   -2883.1978     3789.483    51.696075 
   42660    353.03373    11.362665   -2883.5666    3561.7142    51.668011 
   42670    369.50537    11.892817   -2884.0974    2471.6123    51.633024 
   42680    362.62821     11.67147   -2883.8755    1651.9985    51.608504 
   42690    357.86762    11.518247   -2883.7216    1165.7086    51.611846 
   42700    375.55993    12.087688   -2884.2922    1263.8495     51.64576 
   42710    376.96058    12.132769    -2884.337    2925.4917    51.693485 
   42720    364.60428    11.735072   -2883.9391       4761.7    51.729189 
   42730    349.84205    11.259938   -2883.4637     5529.478    51.736658 
   42740    345.19636    11.110413    -2883.314    5257.4855    51.721969 
   42750    362.08976     11.65414   -2883.8581    3995.7394    51.709701 
   42760    379.45656    12.213104   -2884.4181     2754.594    51.723194 
   42770    360.25253    11.595007   -2883.7988    2929.5259    51.765571 
   42780    346.56938    11.154604   -2883.3579    3125.1184    51.819174 
   42790    359.08335    11.557376   -2883.7618    2275.5457    51.858784 
   42800    358.87024    11.550517   -2883.7546    1438.3563    51.865689 
   42810    353.34298    11.372618   -2883.5766     686.4346    51.838571 
   42820    349.63353    11.253227   -2883.4573    590.77409    51.796468 
   42830    348.09227     11.20362   -2883.4071    1962.5319    51.766736 
   42840    364.26135    11.724034   -2883.9283    3683.0898    51.767139 
   42850    372.18558    11.979082   -2884.1832    4138.5357    51.797479 
