







4503.75
7463.97820682622

0.0334942028329291



       0          300    9.6557328   -2311.1985   -1084352.2            0 
      10    302.81656     9.746386   -2311.2891   -1079044.1 0.0010372232 
      20    313.48638    10.089802   -2311.6325   -1063731.3 0.0041826517 
      30    340.12028    10.947035   -2312.4895   -1040722.2 0.0095210429 
      40    406.39094    13.080008   -2314.6218   -1013392.3  0.017198023 
      50    555.99697    17.895194   -2319.4363   -982897.96  0.027699519 
      60    827.29462    26.627119   -2328.1684    -944863.8  0.042517182 
      70    1232.9617    39.683829    -2341.226    -890675.4  0.064714396 
      80    1768.4167    56.917863   -2358.4617   -815581.57  0.098782924 
      90    2423.5339    78.003319   -2379.5493    -723410.8   0.14975939 
     100    3158.0032    101.64278   -2403.1928   -620575.13   0.22253989 
     110    3855.3811    124.08843   -2425.6415   -514989.59      0.32148 
     120    4464.2981     143.6869   -2445.2401   -415339.19   0.44897916 
     130    5016.6724    161.46549   -2463.0233   -329142.82   0.60517923 
     140    5421.2534    174.48725   -2476.0461   -258460.06   0.78862409 
     150    5696.7888    183.35557   -2484.9145    -207748.9   0.99576488 
     160    5907.0012    190.12142   -2491.6811   -168739.18    1.2223451 
     170    6070.0745    195.37006   -2496.9369   -135453.82    1.4638152 
     180    6092.8422    196.10285   -2497.6693   -106931.41    1.7131304 
     190    6025.8614    193.94703   -2495.5163   -79075.031    1.9625217 
     200    5959.5676    191.81331   -2493.3802   -54471.599     2.206819 
     210    6025.8793     193.9476   -2495.5198   -43689.212    2.4422248 
     220    6113.3559     196.7631   -2498.3334   -36314.124    2.6687144 
     230    6316.3069    203.29524   -2504.8749   -24494.744    2.8874372 
     240    6365.4026    204.87542   -2506.4636   -18114.947    3.0999738 
     250    6112.2287    196.72682   -2498.3034   -15161.192    3.3056327 
     260    5981.8924    192.53185   -2494.1146    -17454.52    3.4972973 
     270    5882.2041     189.3233   -2490.9045   -16989.824    3.6725167 
     280    5894.0483    189.70452   -2491.2833   -9103.5445    3.8353742 
     290    6099.8896    196.32968   -2497.9199   -6393.2286    3.9917352 
     300    6172.5324    198.66775   -2500.2496   -15163.531     4.145339 
     310    6361.9118    204.76307   -2506.3499   -26359.463    4.2963532 
     320    6577.3146    211.69597   -2513.2915   -30686.318    4.4466382 
     330    6505.7338    209.39209   -2510.9813   -32065.666    4.6012853 
     340    6410.0837    206.31352   -2507.8999    -34844.51    4.7612403 
     350    6570.4505    211.47505   -2513.0685   -33781.192    4.9242082 
     360    6624.1503    213.20342   -2514.8062   -16662.233    5.0903615 
     370    6311.6536    203.14547   -2504.7271    2151.4152    5.2578041 
     380    6383.5251    205.45871   -2507.0477    11234.785    5.4230263 
     390    6707.5004    215.88611   -2517.4806    11332.515    5.5867644 
     400    7139.9112    229.80358   -2531.4077    2325.3998    5.7465564 
     410    7158.3382    230.39667   -2532.0055   -711.42003    5.8952838 
     420    6726.8363    216.50845   -2518.0817    9638.7774    6.0223427 
     430    6999.1939    225.27449   -2526.8858    17244.239      6.11975 
     440    6916.8937    222.62559   -2524.2246    20197.117    6.2020067 
     450    6852.2513    220.54503   -2522.1361    17770.111    6.2834855 
     460     7126.861    229.38355   -2530.9951    15449.256    6.3765996 
     470    7002.3506    225.37609    -2526.976    19511.302    6.4935519 
     480    6884.4651    221.58185   -2523.1819    14321.034    6.6274239 
     490    6758.9334    217.54152   -2519.1454    7129.8846    6.7675828 
     500    6554.3704     210.9575   -2512.5501    11848.075    6.9127796 
     510    6657.8238    214.28723   -2515.8962    12938.566    7.0607971 
     520    6559.2239    211.11371   -2512.7242    10429.576    7.2023186 
     530     6222.684    200.28191   -2501.8738    2626.2783    7.3193719 
     540    6412.7599    206.39966   -2507.9938   -9889.3136    7.4077662 
     550    6972.6241    224.41932    -2526.044   -22311.836    7.4822482 
     560    6843.5559    220.26516   -2521.8686   -24521.964    7.5611561 
     570    6631.2474    213.43184   -2515.0269   -18347.158    7.6500059 
     580    6775.0675    218.06081   -2519.6672   -6748.7896    7.7460461 
     590    6845.3244    220.32208   -2521.9351    8611.1698    7.8418191 
     600    6609.5308    212.73288   -2514.3293    12766.174    7.9249517 
     610    6537.8287    210.42509   -2512.0325    2623.8913    7.9861456 
     620    6525.1007    210.01543   -2511.6028    4319.0363    8.0398529 
     630    7091.0421    228.23069   -2529.8496    5680.2895    8.1087031 
     640    7266.3913    233.87444   -2535.4882    5805.3372    8.1999633 
     650    7117.0313    229.06717   -2530.6546    12394.217    8.3025106 
     660    7483.5566    240.86408   -2542.4887    24777.512    8.4162731 
     670    7259.7987    233.66226   -2535.2645    36331.204    8.5489643 
     680    7078.4955    227.82687   -2529.4319    29105.239    8.6929699 
     690    7001.6569    225.35376    -2526.965    19662.132    8.8405711 
     700    6757.0988    217.48247   -2519.0902    23363.242    8.9869593 
     710    6586.4321    211.98943   -2513.5869    20144.258    9.1110109 
     720     6820.723    219.53026   -2521.1358    10690.208    9.1906701 
     730    7122.7866    229.25241   -2530.8668    6104.0689    9.2335358 
     740    7135.1584    229.65061    -2531.257    14950.275    9.2685249 
     750       7108.8    228.80224   -2530.4116    22347.821    9.3231119 
     760    7084.5848    228.02286   -2529.6222    17418.264    9.4098154 
     770    7314.4712    235.42193   -2537.0324    7918.2578    9.5199978 
     780    7358.5874    236.84185   -2538.4614    10902.608    9.6416347 
     790    7044.7827     226.7418   -2528.3327    20252.851    9.7538221 
     800    7272.7353    234.07863   -2535.6869    19127.256    9.8306802 
     810     7392.683    237.93924   -2539.5604    22793.888    9.8743649 
     820    6935.3327    223.21907   -2524.8164    30751.408    9.9084596 
     830    6724.9538    216.44786    -2518.057    33694.086    9.9507043 
     840    6590.4985    212.12031    -2513.721    28120.277    10.004018 
     850    6647.1293    213.94301   -2515.5449    22161.562    10.061157 
     860    6926.5374    222.93598   -2524.5442    10423.572    10.112678 
     870    6993.6808    225.09705    -2526.714   -11856.864    10.151617 
