0 266.24181 -129.22874 46371.454 -63517.2 5070.39 -68587.6 10.162411
0.01 265.35839 -303.44136 46490.762 -63720.1 5053.56 -68773.6 22.217518
0.02 269.77345 406.51002 46252.544 -63881.2 5137.65 -69018.8 31.206802
0.03 269.51814 350.88686 46371.374 -63966.8 5132.78 -69099.6 41.364603
0.04 269.16609 -765.00957 46745.783 -63769.8 5126.08 -68895.9 53.153468
0.05 265.14686 -821.23545 46644.688 -63763 5049.54 -68812.6 59.999249
0.06 272.37069 268.78024 46021.145 -63469.7 5187.11 -68656.8 70.096361
0.07 272.64277 -480.90751 46525.49 -63697.2 5192.29 -68889.5 78.742432
0.08 267.45233 -197.78501 46371.975 -63492.4 5093.44 -68585.8 85.294593
0.09 267.31149 757.58784 45882.565 -63790.3 5090.76 -68881 91.842414
0.1 272.31105 -408.73626 46714.121 -63538.7 5185.97 -68724.7 101.71444
0.11 275.02204 135.27247 46320.59 -63735.3 5237.6 -68972.9 112.50038
0.12 275.32388 135.22253 46167.994 -63842.8 5243.35 -69086.2 119.39047
0.13 257.77455 255.15353 46234.138 -64499.9 4909.14 -69409.1 125.97518
0.14 268.76112 -26.361673 46538.659 -64048.9 5118.37 -69167.3 131.94478
0.15 266.5181 741.34717 46067.923 -64226.7 5075.65 -69302.3 138.78794
0.16 267.35054 61.611005 46392.812 -64276.3 5091.5 -69367.8 145.34143
0.17 263.76321 -361.31273 46887.391 -64257.5 5023.19 -69280.6 154.15519
0.18 264.47324 -242.19599 46615.923 -64494.3 5036.71 -69531 159.37489
0.19 274.47701 -247.93791 46540.547 -64372.1 5227.22 -69599.3 163.96758
0.2 263.16139 77.149644 46243.622 -64299.1 5011.72 -69310.9 171.8908
0.21 266.81806 254.09669 46239.83 -64769.4 5081.36 -69850.7 177.03014
0.22 268.75841 504.13277 46224.043 -64555.8 5118.32 -69674.2 185.52151
0.23 268.44992 -267.74606 46762.775 -64790.5 5112.44 -69903 192.86876
0.24 264.49056 299.19468 46341.01 -64756.9 5037.04 -69793.9 196.49719
0.25 261.74683 327.7676 46311.796 -64994.2 4984.78 -69978.9 199.34711
0.26 264.47855 -430.71942 46794.489 -64618.9 5036.81 -69655.7 205.77143
0.27 269.07985 -301.76381 46513.199 -64905.3 5124.44 -70029.7 209.3095
0.28 272.00001 283.88882 46369.955 -64784.5 5180.05 -69964.5 213.38757
0.29 267.21311 676.47675 46084.006 -65003.6 5088.89 -70092.5 216.26404
0.3 266.57836 456.29873 46351.202 -64907.3 5076.8 -69984.1 221.8736
0.31 272.17964 -179.91618 46644.655 -65103.7 5183.47 -70287.2 226.25452
0.32 271.85068 -577.27285 46895.008 -65135.1 5177.21 -70312.3 231.98722
0.33 260.03967 92.340917 46514.289 -65397.5 4952.27 -70349.8 235.23729
0.34 262.40232 -871.91087 47068.59 -65462.6 4997.27 -70459.8 240.823
0.35 270.34749 -29.040868 46525.77 -65332.1 5148.58 -70480.7 244.37269
0.36 274.37371 -197.45891 46650.705 -65649.1 5225.26 -70874.4 247.45313
0.37 276.69699 87.198057 46755.264 -65379.6 5269.5 -70649.1 249.95438
0.38 266.4329 342.29664 46486.825 -65546.6 5074.03 -70620.6 253.85348
0.39 271.53276 -172.43088 46811.704 -65063.2 5171.15 -70234.4 256.37782
0.4 268.86644 -212.99177 46810.159 -65560.3 5120.37 -70680.7 259.77813
0.41 263.72403 -661.26571 46990.265 -65920.7 5022.44 -70943.1 263.18313
0.42 276.81273 149.14413 46366.801 -65548.8 5271.7 -70820.5 265.40824
0.43 263.47777 432.26237 46438.207 -65878.4 5017.75 -70896.2 271.91394
0.44 268.20046 158.41155 46345.702 -65243.9 5107.69 -70351.6 274.72377
0.45 267.75801 563.02442 46387.982 -65570.6 5099.26 -70669.8 275.86813
0.46 264.01196 -766.07768 46850.281 -65826.2 5027.92 -70854.1 279.1984
0.47 267.67529 -362.59205 46892.446 -65893.5 5097.69 -70991.2 281.91422
